,NO2(t-10),NO2(t-9),NO2(t-8),NO2(t-7),NO2(t-6),NO2(t-5),NO2(t-4),NO2(t-3),NO2(t-2),NO2(t-1),NO2(t)
290,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05
291,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05
292,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05
293,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05
294,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05
295,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05
296,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05
297,1.5055447e-05,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05
298,1.6401445e-05,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05
299,1.5600113e-05,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05
300,1.549036e-05,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05
301,1.5191576e-05,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05
302,1.5397698e-05,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05
303,1.5812964e-05,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05
304,1.6110434e-05,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06
305,1.6407903e-05,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05
306,1.6432252e-05,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05
307,1.6435579e-05,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05
308,1.575161e-05,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05
309,1.451304e-05,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05
310,1.3554748e-05,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06
311,1.2596455e-05,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06
312,1.2099006e-05,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05
313,1.3049644e-05,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05
314,9.462947e-06,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05
315,1.1447227e-05,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06
316,1.0628426e-05,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06
317,1.1030638e-05,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06
318,1.1484947e-05,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05
319,1.103028e-05,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05
320,9.526421e-06,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05
321,9.98515e-06,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06
322,1.0661018e-05,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05
323,1.1336885e-05,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05
324,1.1067333e-05,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05
325,9.2047185e-06,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05
326,7.685691e-06,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06
327,7.979916e-06,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06
328,1.3436433e-05,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06
329,1.2607178e-05,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05
330,1.00301795e-05,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06
331,7.984896e-06,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06
332,1.3648628e-05,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06
333,1.5927828e-05,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05
334,1.4790873e-05,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05
335,1.0797506e-05,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05
336,7.5298462e-06,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05
337,6.6889147e-06,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05
338,7.1697887e-06,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05
339,1.0217849e-05,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05
340,9.23387e-06,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05
341,8.249891e-06,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05
342,9.2385335e-06,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05
343,1.0743469e-05,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05
344,1.2248408e-05,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05
345,1.28890915e-05,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05
346,1.3317049e-05,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05
347,1.489085e-05,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05
348,1.3755959e-05,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05
349,1.5433385e-05,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05
350,1.4652877e-05,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05
351,1.3872368e-05,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05
352,1.2228039e-05,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05
353,1.1041857e-05,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05
354,1.0921891e-05,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05
355,1.4253906e-05,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05
356,1.0517057e-05,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05
357,1.3721316e-05,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05
358,1.4639991e-05,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05
359,1.1628578e-05,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05
360,1.153944e-05,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05,1.6176857e-05
361,1.1632776e-05,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05,1.6176857e-05,1.5367663e-05
362,1.1726109e-05,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05,1.6176857e-05,1.5367663e-05,1.7616496e-05
363,1.1913637e-05,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05,1.6176857e-05,1.5367663e-05,1.7616496e-05,1.6105898e-05
364,1.2148592e-05,1.4441032e-05,1.8183664e-05,2.1736983e-05,1.9888683e-05,1.8056568e-05,1.6176857e-05,1.5367663e-05,1.7616496e-05,1.6105898e-05,1.7624041e-05
