,NO2(t-10),NO2(t-9),NO2(t-8),NO2(t-7),NO2(t-6),NO2(t-5),NO2(t-4),NO2(t-3),NO2(t-2),NO2(t-1),NO2(t)
150,1.1317229e-05,1.10607825e-05,1.0804334e-05,1.0547884e-05,9.837544e-06,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06
151,1.10607825e-05,1.0804334e-05,1.0547884e-05,9.837544e-06,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06
152,1.0804334e-05,1.0547884e-05,9.837544e-06,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06
153,1.0547884e-05,9.837544e-06,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06
154,9.837544e-06,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05
155,1.0738798e-05,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05
156,1.164005e-05,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05
157,1.0413312e-05,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05
158,1.00975985e-05,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05
159,9.781886e-06,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05
160,9.466173e-06,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05
161,9.150458e-06,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05
162,8.834743e-06,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05
163,7.5773673e-06,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05
164,1.1749532e-05,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05
165,1.5239456e-05,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05
166,1.8691555e-05,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05
167,1.7191061e-05,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05
168,1.5690563e-05,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05
169,1.440515e-05,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05
170,1.3988816e-05,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05
171,1.3928683e-05,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05
172,1.386855e-05,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05
173,1.3808419e-05,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05
174,1.3748284e-05,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05
175,1.368815e-05,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05
176,1.3628019e-05,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05
177,1.3567887e-05,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05
178,1.35077535e-05,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05
179,1.3904113e-05,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05
180,1.3936429e-05,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05
181,1.377546e-05,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05
182,1.3614489e-05,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05
183,1.345352e-05,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05
184,1.3250329e-05,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05
185,1.3047139e-05,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05
186,1.3443643e-05,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05
187,1.3840146e-05,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05
188,1.2854592e-05,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05
189,1.1150342e-05,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05
190,2.3053133e-05,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05
191,2.0633563e-05,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05
192,2.0074238e-05,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05
193,1.9514915e-05,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05
194,1.90765e-05,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05
195,1.8638086e-05,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05
196,1.8185634e-05,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05
197,1.7841383e-05,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05
198,1.7755036e-05,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05
199,1.672463e-05,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05
200,1.6493603e-05,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05
201,1.774879e-05,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05
202,1.9259021e-05,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05
203,1.941083e-05,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05
204,1.8716037e-05,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05
205,1.8524854e-05,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05
206,1.7886654e-05,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05
207,1.7248452e-05,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05
208,1.661025e-05,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05
209,1.597205e-05,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05
210,1.615795e-05,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05
211,1.6788757e-05,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05
212,1.741956e-05,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05
213,1.8050365e-05,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05
214,1.8681172e-05,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05
215,1.9431838e-05,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05
216,1.893668e-05,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05
217,1.8076742e-05,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05
218,1.8177647e-05,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05
219,1.8278552e-05,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05
220,1.8379456e-05,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05
221,1.8404833e-05,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05
222,1.8501176e-05,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05
223,1.859751e-05,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05
224,1.8693854e-05,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05
225,1.8790191e-05,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05
226,1.8886534e-05,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05
227,1.8982873e-05,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05
228,1.9002326e-05,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05
229,1.9021778e-05,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05
230,1.9041228e-05,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05
231,1.8716373e-05,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05
232,1.8024077e-05,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05
233,1.7331782e-05,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05
234,1.6639484e-05,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05
235,1.5947186e-05,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05
236,1.5254889e-05,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06
237,1.4562592e-05,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06
238,1.4067107e-05,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06
239,1.3571625e-05,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06
240,1.3076141e-05,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05
241,1.2580656e-05,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05
242,1.2085172e-05,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05
243,1.2844847e-05,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05
244,1.2755067e-05,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05
245,1.0723034e-05,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05
246,8.6909995e-06,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05
247,6.6589673e-06,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05
248,8.7141025e-06,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05
249,9.790621e-06,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05
250,1.0867138e-05,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05
251,1.1943656e-05,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05
252,1.3030586e-05,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05
253,1.4117517e-05,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05
254,1.7581444e-05,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05
255,1.6819258e-05,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05
256,1.6057078e-05,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05
257,1.6085056e-05,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05
258,1.4410787e-05,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05
259,1.4490925e-05,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05
260,1.4571066e-05,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05
261,1.4767721e-05,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05
262,1.4964376e-05,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05
263,1.4615598e-05,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05
264,1.426682e-05,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05
265,1.452263e-05,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05
266,1.4778443e-05,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05
267,1.491683e-05,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05
268,1.5055216e-05,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05
269,1.5193602e-05,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05
270,1.5680582e-05,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05
271,1.5418826e-05,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05
272,1.5157075e-05,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05
273,1.7332952e-05,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05
274,1.8062756e-05,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05
275,1.812337e-05,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05
276,1.8183982e-05,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05
277,1.82446e-05,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05
278,1.8274907000000003e-05,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05
279,1.8305214e-05,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05
280,1.8365827e-05,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05
281,1.8426443e-05,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05
282,2.1152513e-05,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05
283,1.8811907e-05,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05
284,1.9735517e-05,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05
285,2.065912e-05,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05
286,2.109482e-05,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05
287,2.1225966e-05,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05
288,1.8930503e-05,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05
289,1.6635046e-05,1.43395855e-05,1.6281934e-05,1.9546453e-05,1.6815571e-05,1.3176373e-05,1.7899825e-05,1.7385171e-05,1.5055447e-05,1.6401445e-05,1.5600113e-05
