;province;year;gap_ln_gpd;gap_unemp;gdp;unemp;ln_gdp;trend_unemp;trend_ln_gpd;c_unemp;g_gdp
1004;WEST PAPUA;1999;-0.001033783;23.218.002;26.551.107;1.076.483;10.186.827;84.430.294;1.018.786;46.858.897;58.127.403
1005;WEST PAPUA;2000;0.001247406;-22.572.904;27.936.277;66.396.375;10.237.681;88.969.278;10.236.434;-41.251.922;50.854.683
1006;WEST PAPUA;2001;0.00052642822;0.567626;29.326.904;98.673.868;10.286.261;92.997.608;10.285.734;32.277.493;48.579.216
1007;WEST PAPUA;2002;0.025240898;0.51794338;31.601.113;10.133.759;10.360.948;96.158.161;10.335.707;0.26637268;74.687.004
1008;WEST PAPUA;2003;0.015968323;0.59246445;32934.25;10.407.521;10.402.268;98.150.568;103.863;0.27376175;41.320.801
1009;WEST PAPUA;2004;0.004199028;31.530.237;34.266.195;13.025.648;10.441.915;98.726.244;10.437.716;26.181.269;39.646.149
1010;WEST PAPUA;2005;-0.013230324;22.294.178;35.492.801;11.999.005;10.477.085;97.695.875;10.490.315;-10.266.428;35.170.555
1011;WEST PAPUA;2006;-0.052651405;0.6486702;36.020.766;10.167.213;10.491.851;95.185.432;10.544.502;-1.831.792;14.765.739
1012;WEST PAPUA;2007;-0.070429802;0.31020451;37.425.891;94.645.882;10.530.118;91.543.837;10.600.548;-0.70262498;38.267.136
1013;WEST PAPUA;2008;-0.080679893;-10.694.289;39242.5;76.490.588;10.577.516;87.184.877;10.658.195;-18.155.297;47.397.614
1014;WEST PAPUA;2009;-0.036414146;-0.6993947;43.480.715;75.559.402;10.680.073;82.553.349;10.716.487;-0.093118414;10.255.718
1015;WEST PAPUA;2010;0.13033676;-0.11661196;54.393.051;76.821.003;10.903.992;77.987.123;10.773.655;0.12616004;22.391.891
1016;WEST PAPUA;2011;0.079117775;-0.64688826;54.539.844;67.285.237;10.906.687;7.375.412;10.827.569;-0.95357639;0.26950836
1017;WEST PAPUA;2012;0.038557053;-15.867.391;55.047.867;54.243.212;10.915.958;70.110.602;10.877.401;-13.042.029;0.92716217
1018;WEST PAPUA;2013;0.037837982;-23.231.025;57.581.332;44.017.115;10.960.954;67.248.139;10.923.116;-10.226.097;44.995.308
1019;WEST PAPUA;2014;0.022644043;-15.031.977;59.142.621;50.167.661;10.987.707;65.199.637;10.965.063;0.61505473;26.753.426
1020;WEST PAPUA;2015;-0.00080108643;17.003.603;60.064.129;80.769.281;11.003.168;63.765.678;11.003.969;30.601.616;15.460.968
1021;WEST PAPUA;2016;-0.018200874;12.003.465;61.242.012;7.46;11.022.589;62.596.536;1.104.079;-0.61692774;19.420.624
1022;WEST PAPUA;2017;-0.038862228;0.34199572;62.168.715;6.493.247;11.037.607;61.512.513;11.076.469;-0.96675295;15.018.463
1023;WEST PAPUA;2018;-0.037560463;0.25460529;64.486.691;63.000.002;11.074.214;60.453.949;11.111.774;-0.19324704;36.606.932
1024;WEST SULAWESI;1986;0.0028553009;0.44414061;49.760.137;13.390.434;85.123.844;0.89490277;85.095.291;;
1025;WEST SULAWESI;1987;-0.032034874;-0.025205016;50.827.051;1.007.798;85.335.989;1.033.003;85.656.338;-0.33124542;21.214.485
1026;WEST SULAWESI;1988;-0.0080881119;0.024609566;55.064.644;12.001.542;8.613.678;11.755.446;86.217.661;0.19235623;80.079.079
1027;WEST SULAWESI;1989;-0.016088486;0.052608728;57.764.678;13.793.257;86.615.477;1.326.717;86.776.361;0.17917156;47.869.682
1028;WEST SULAWESI;1990;-0.020960808;-0.12924898;60.748.301;13.617.066;87.119.093;14.909.556;87.328.701;-0.017619133;50.361.633
1029;WEST SULAWESI;1991;-0.00061988831;-0.17315435;65.440.728;15.000.676;8.786.315;16.732.219;87.869.349;0.13836098;7.440.567
1030;WEST SULAWESI;1992;0.0056867599;0.083117008;69.380.308;19.603.021;88.447.733;18.771.851;88.390.865;0.46023452;58.458.328
1031;WEST SULAWESI;1993;0.014673233;-0.15068352;73.558.394;19.540.991;89.032.497;21.047.826;88.885.765;-0.0062030554;58.476.448
1032;WEST SULAWESI;1994;0.026796341;0.31407809;77.971.123;26.728.611;89.615.088;2.358.783;89.347.124;0.71876204;5.825.901
1033;WEST SULAWESI;1995;0.048592567;0.038821459;83.127.051;26.792.698;90.255.404;26.404.483;89.769.478;0.0064086914;64.031.601
1034;WEST SULAWESI;1996;0.078499794;-0.26850247;88.973.076;26.856.785;9.093.504;2.954.181;90.150.042;0.0064086914;679.636
1035;WEST SULAWESI;1997;0.075257301;-10.052.741;91.760.186;22.994.978;91.243.486;33.047.719;90.490.913;-0.38618064;30.844.688
1036;WEST SULAWESI;1998;-0.020414352;-10.461.817;86.023.164;26.481.452;90.597.868;36.943.269;90.802.011;0.34864736;-64.561.844
1037;WEST SULAWESI;1999;-0.033223152;-0.90736461;8.750.417;32.075.346;90.768.566;41.148.992;91.100.798;0.55938935;17.069.817
1038;WEST SULAWESI;2000;-0.031547546;-13.596.931;90.337.402;31.883.864;91.087.217;45.480.795;91.402.693;-0.019148111;3.186.512
1039;WEST SULAWESI;2001;-0.022992134;0.020740509;94.048.975;49.871.268;91.489.859;49.663.863;9.171.978;17.987.404;4.026.413
1040;WEST SULAWESI;2002;-0.024366379;0.52082634;97.179.902;5.849.566;91.817.341;53.287.396;92.061.005;0.86243916;32.748.222
1041;WEST SULAWESI;2003;-0.02158165;25.436.635;10.114.434;81.379.309;92.217.188;55.942.674;92.433.004;22.883.649;39.984.703
1042;WEST SULAWESI;2004;-0.019906998;17.794.366;10.552.209;7.506.743;92.640.905;57.273.064;92.839.975;-0.63118792;4.237.175
1043;WEST SULAWESI;2005;-0.014186859;1.787.497;11.094.558;75.051.265;93.142.099;57.176.294;93.283.968;-0.001616478;501.194
1044;WEST SULAWESI;2006;-0.023598671;0.87705898;11.532.269;6.449.863;93.529.043;5.572.804;9.376.503;-10.552.636;38.694.382
1045;WEST SULAWESI;2007;-0.030917168;0.13000917;12.055.347;54.482.813;93.972.635;53.182.721;94.281.807;-10.015.815;44.359.207
1046;WEST SULAWESI;2008;0.0016126633;-0.42133713;13.156.479;45.669.098;94.846.697;49.882.469;9.483.057;-0.8813715;87.406.158
1047;WEST SULAWESI;2009;-0.023135185;-0.10600996;13.593.051;45.122.313;9.517.314;46.182.413;95.404.491;-0.054678377;32.644.272
1048;WEST SULAWESI;2010;0.0047740936;-0.98796892;14830.89;32.515.864;96.044.674;42.395.554;95.996.933;-12.606.449;87.153.435
1049;WEST SULAWESI;2011;0.021917343;-0.53089142;16.023.448;3.351.536;96.818.085;38.824.275;96.598.911;0.099949718;7.734.108
1050;WEST SULAWESI;2012;0.030669212;-14.100.218;17.169.057;21.571.968;9.750.864;35.672.185;97.201.948;-11.943.394;69.055.557
1051;WEST SULAWESI;2013;0.018643379;-0.95727611;18.008.811;23.517.027;97.986.164;33.089.788;9.779.973;0.19450597;4.775.238
1052;WEST SULAWESI;2014;0.025429726;-10.297.565;19.232.045;20.789.027;98.643.332;31.086.593;98.389.034;-0.27280009;65.716.743
1053;WEST SULAWESI;2015;0.019085884;0.3906765;20.250.516;33.483.145;99.159.355;2.957.638;98.968.496;12.694.119;51.602.364
1054;WEST SULAWESI;2016;0.0015792847;0.4930048;21067.91;33.299.999;99.555.063;28.369.951;9.953.927;-0.01831457;39.570.808
1055;WEST SULAWESI;2017;-0.0088920593;0.48000503;22.060.711;32.117.226;10.001.554;27.317.176;10.010.446;-0.11827748;46.047.211
1056;WEST SULAWESI;2018;-0.023516655;0.52827692;22999.15;31.600.001;10.043.213;26.317.232;1.006.673;-0.051722527;41.659.002
1057;WEST SUMATERA;1986;0.0077819824;0.55948842;80.961.338;22.704.108;89.991.417;17.109.224;89.913.597;;
1058;WEST SUMATERA;1987;-0.011008263;-0.04757762;83.834.805;18.954.908;90.340.185;19.430.684;90.450.268;-0.37491998;34.876.592
1059;WEST SUMATERA;1988;-0.017269135;0.14035225;87.911.602;23.211.615;9.081.502;21.808.093;90.987.711;0.42567086;47.483.454
1060;WEST SUMATERA;1989;-0.017656326;0.30489659;92.733.926;27.341.609;91.349.049;24.292.643;91.525.612;0.41299936;53.402.567
1061;WEST SUMATERA;1990;-0.019970894;-0.16468644;97.616.836;25.302.694;91.862.202;26.949.558;92.061.911;-0.20389166;51.315.641
1062;WEST SUMATERA;1991;-0.018023491;0.020675182;10.313.998;30.081.308;92.412.577;29.874.556;92.592.812;0.47786155;55.037.127
1063;WEST SUMATERA;1992;-0.011417389;-0.36166954;10.936.173;29.530.187;92.998.314;33.146.882;93.112.488;-0.055112202;58.573.861
1064;WEST SUMATERA;1993;-0.00067615509;-12.374.945;11.622.017;24.472.909;93.606.567;36.847.854;93.613.329;-0.50572783;60.825.429
1065;WEST SUMATERA;1994;0.017735481;11.421.785;12.411.686;52.444.401;94.263.935;41.022.615;9.408.658;27.971.492;657.371
1066;WEST SUMATERA;1995;0.053545952;0.42173338;13.438.612;49.809.904;9.505.887;4.559.257;94.523.411;-0.26344988;79.493.685
1067;WEST SUMATERA;1996;0.083978653;-0.34179306;14.409.681;47.175.403;95.756.559;50.593.333;94.916.773;-0.26344988;69.768.143
1068;WEST SUMATERA;1997;0.093301773;-10.724.025;15.060.038;45.378.666;96.197.996;56.102.691;95.264.978;-0.17967375;44.144.521
1069;WEST SUMATERA;1998;-0.0107584;-11.093.063;13.998.618;51.071.191;95.467.138;62.164.254;95.574.722;0.56925231;-73.086.152
1070;WEST SUMATERA;1999;-0.032134056;-0.98876143;14.101.969;5.882.678;95.540.695;68.714.395;95.862.036;0.77555895;0.73557907
1071;WEST SUMATERA;2000;-0.028308868;-31.816.812;14.557.764;43.761.744;95.858.793;75.578.556;96.141.882;-15.065.035;31.810.064
1072;WEST SUMATERA;2001;-0.027119637;0.49323368;14.995.127;87.415.628;96.154.804;82.483.292;96.426.001;43.653.889;29.600.861
1073;WEST SUMATERA;2002;-0.028909683;0.73249245;15.420.004;96.161.928;96.434.212;88.837.004;96.723.309;0.8746295;27.940.338
1074;WEST SUMATERA;2003;-0.022984505;0.97055721;16.010.724;10.380.299;96.810.141;94.097.414;97.039.986;0.76410633;37.593.081
1075;WEST SUMATERA;2004;-0.027249336;29.622.488;16.492.947;12.741.797;97.106.876;97.795.486;9.737.937;23.614.988;29.674.101
1076;WEST SUMATERA;2005;-0.019962311;3.382.163;17227.85;13.338.087;9.754.283;9.955.924;97.742.453;0.59628928;43.594.375
1077;WEST SUMATERA;2006;-0.0060186386;19.375.544;18.155.582;11.868.847;98.067.331;99.312.925;98.127.518;-14.692.402;52.450.876
1078;WEST SUMATERA;2007;0.0020875931;0.58299255;19.056.705;10.314.894;98.551.741;97.319.012;98.530.865;-15.539.532;48.440.933
1079;WEST SUMATERA;2008;0.013995171;-13.595.161;20.106.813;80.438.557;99.088.135;94.033.718;98.948.183;-22.710.378;53.639.646
1080;WEST SUMATERA;2009;0.00062465668;-1.028.471;20.705.631;79.686.852;99.381.609;89.971.561;99.375.362;-0.075170808;29.347.062
1081;WEST SUMATERA;2010;0.0025730133;-15.965.433;21.666.951;69.545.679;99.835.434;85.511.112;99.809.704;-10.141.172;45.382.385
1082;WEST SUMATERA;2011;0.0025615692;-0.071458817;22638.75;80.213.499;10.027.418;80.928.087;10.024.857;10.667.822;43.874.941
1083;WEST SUMATERA;2012;0.0061302185;-0.98553276;23744.01;66.483.231;10.075.086;76.338.558;10.068.955;-13.730.272;47.667.251
1084;WEST SUMATERA;2013;0.0078659058;-0.1666522;24.857.639;70.184.922;1.012.092;71.851.444;10.113.054;0.37016907;45.834.799
1085;WEST SUMATERA;2014;0.0081892014;-0.24439001;25982.83;65.033.212;10.165.192;67.477.112;10.157.002;-0.51517057;44.270.835
1086;WEST SUMATERA;2015;0.0058517456;0.56538153;27080.76;68.863.077;10.206.579;63.209.262;10.200.727;0.38298616;41.387.577
1087;WEST SUMATERA;2016;0.0015954971;-0.81171608;28164.93;50.900.002;10.245.832;59.017.162;10.244.237;-17.963.076;39.254.074
1088;WEST SUMATERA;2017;-0.0019712448;0.091926575;29308.34;55.845.876;10.285.627;5.492.661;10.287.599;0.49458736;39.794.531
1089;WEST SUMATERA;2018;-0.0063791275;0.46177721;30.470.631;55.500.002;10.324.518;5.088.223;10.330.897;-0.034587357;38.891.151
1090;YOGYAKARTA;1986;-0.00026798248;0.27898276;80.741.006;2.106.884;8.996.417;18.279.012;8.996.685;;
1091;YOGYAKARTA;1987;-0.016039848;-0.013199449;83.436.279;19.506.563;9.029.253;19.638.557;90.452.929;-0.15622759;32.836.661
1092;YOGYAKARTA;1988;-0.013490677;0.37573576;87.815.479;24.783.359;90.804.081;21.026.001;90.938.988;0.52767962;51.154.547
1093;YOGYAKARTA;1989;-0.008143425;-0.010177374;92.668.115;22.366.147;91.341.944;22.467.921;91.423.378;-0.24172115;53.786.712
1094;YOGYAKARTA;1990;-0.018414497;-0.16833568;96.228.838;22.345.114;91.718.988;24.028.471;91.903.133;-0.0021032831;37.704.618
1095;YOGYAKARTA;1991;-0.022080421;-0.5269506;10.050.385;20.501.275;92.153.664;25.770.781;92.374.468;-0.18438409;43.466.892
1096;YOGYAKARTA;1992;-0.0078525543;-0.36514664;10.671.375;24.089.689;92.753.201;27.741.156;92.831.726;0.35884148;59.953.976
1097;YOGYAKARTA;1993;-0.0019598007;-0.74803782;11.212.082;22.452.822;93.247.471;299.332;93.267.069;-0.16368681;49.427.085
1098;YOGYAKARTA;1994;0.02851963;0.72231388;12.036.594;3.952.714;93.957.071;32.304.001;93.671.875;17.074.319;70.959.477
1099;YOGYAKARTA;1995;0.061781883;0.53668022;12.906.861;40.102.654;94.655.142;34.735.851;94.037.323;0.057551317;69.807.625
1100;YOGYAKARTA;1996;0.097920418;0.34948993;13.817.106;40.678.167;95.336.628;37.183.268;94.357.424;0.057551317;6.814.836
1101;YOGYAKARTA;1997;0.098208427;0.070679426;14.206.397;40.361.228;95.614.481;39.654.434;94.632.397;-0.03169385;2.778.492
1102;YOGYAKARTA;1998;-0.052301407;-0.49751616;12.517.988;37.217.326;94.349.222;42.192.488;94.872.236;-0.31439006;-12.652.571
1103;YOGYAKARTA;1999;-0.049003601;-0.74536681;12.844.518;37.393.963;94.606.724;44.847.631;9.509.676;0.017663559;25.750.415
1104;YOGYAKARTA;2000;-0.038788795;-13.092.752;13.270.064;34.527.569;94.932.661;4.762.032;95.320.549;-0.2866393;32.593.606
1105;YOGYAKARTA;2001;-0.031011581;0.14066648;13.688.595;51.843.133;95.243.187;50.436.468;95.553.303;17.315.563;31.052.275
1106;YOGYAKARTA;2002;-0.022331238;-0.095532417;14153.97;52.135.735;95.577.507;53.091.059;95.800.819;0.029260246;33.432.176
1107;YOGYAKARTA;2003;-0.014474869;0.08399725;14.648.688;5.623.312;95.921.059;55.393.147;96.065.807;0.40973863;34.355.638
1108;YOGYAKARTA;2004;-0.0032110214;0.54127789;15.239.762;62.555.017;96.316.633;57.142.239;96.348.743;0.63218963;39.557.161
1109;YOGYAKARTA;2005;0.0028142929;17.738.147;15.798.658;7.588.438;96.676.807;58.146.234;96.648.664;13.329.365;36.017.058
1110;YOGYAKARTA;2006;-0.0025987625;0.48565006;16.217.185;63.123.655;96.938.267;58.267.155;96.964.254;-12.760.727;26.146.493
1111;YOGYAKARTA;2007;-0.0034666061;0.34258652;16.747.193;60.970.283;97.259.855;57.544.417;97.294.521;-0.21533695;32.159.152
1112;YOGYAKARTA;2008;0.0013542175;-0.22943401;17.416.486;53.771.653;9.765.172;56.065.993;97.638.178;-0.71986336;39.186.563
1113;YOGYAKARTA;2009;-0.00064754486;0.60678768;18.010.564;60.021.996;97.987.137;5.395.412;97.993.612;0.62503445;33.541.331
1114;YOGYAKARTA;2010;0.00071430206;0.56160116;18.706.908;56.924.095;9.836.648;51.308.084;98.359.337;-0.30978996;37.934.396
1115;YOGYAKARTA;2011;-0.0010004044;-0.43793154;19.387.443;43.908.544;98.723.812;48.287.859;98.733.816;-13.015.554;35.732.708
1116;YOGYAKARTA;2012;0.0010852814;-0.60899758;20.183.875;39.019.592;99.126.396;45.109.568;99.115.543;-0.48889509;40.258.398
1117;YOGYAKARTA;2013;0.0037736893;-0.95370746;21.037.697;32.408.478;9.954.071;41.945.553;99.502.974;-0.66111135;41.431.899
1118;YOGYAKARTA;2014;0.0033130646;-0.55890822;21867.9;33.318.162;9.992.775;38.907.244;99.894.619;0.090968274;38.703.873
1119;YOGYAKARTA;2015;0.00066947937;0.46925592;22.688.359;40.703.273;10.029.608;36.010.714;10.028.938;0.73851132;36.832.209
1120;YOGYAKARTA;2016;-0.0010795593;-0.60161328;23566.32;2.72;10.067.574;33.216.133;10.068.653;-13.503.275;37.966.557
1121;YOGYAKARTA;2017;-0.00072193146;-0.029284;24533.91;30.237.763;10.107.812;30.530.603;10.108.534;0.30377635;4.023.767
1122;YOGYAKARTA;2018;0.0087337494;0.55989385;25776.98;33.499.999;10.157.237;27.901.061;10.148.503;0.32622364;49.425.602
