;province;year;gap_ln_gpd;gap_unemp;gdp;unemp;ln_gdp;trend_unemp;trend_ln_gpd;c_unemp;g_gdp
1;ACEH;1986;-0.064435005;0.84854031;29.460.043;23.971.448;10.290.791;15.486.045;10.355.226;;
2;ACEH;1987;-0.043850899;-0.18279922;31.132.713;16.683.953;10.346.014;18.511.945;10.389.865;-0.72874957;55.224.228
3;ACEH;1988;-0.018568993;-0.071465731;33.033.934;20.908.041;10.405.291;21.622.698;1.042.386;0.4224087;5.927.619
4;ACEH;1989;-0.00023365021;0.7223773;34.748.563;32.108.653;10.455.894;2.488.488;10.456.127;11.200.612;50.602.856
5;ACEH;1990;-0.0043287277;-0.5520649;35.634.551;22.837.267;10.481.071;28.357.916;10.485.399;-0.92713857;25.177.517
6;ACEH;1991;0.0076446533;-0.77821875;36.976.934;24.391.286;10.518.049;32.173.474;10.510.405;0.15540205;36.978.672
7;ACEH;1992;0.014125824;-16.852.576;37.947.336;19.555.436;10.543.955;36.408.012;10.529.829;-0.48358506;25.904.953
8;ACEH;1993;0.053199768;-0.095159531;39960.02;40.108.571;10.595.634;41.060.166;10.542.435;20.553.136;51.680.121
9;ACEH;1994;0.047227859;0.91139889;39.908.832;55.074.039;10.594.353;4.596.005;10.547.125;14.965.466;-0.12818058
10;ACEH;1995;0.051358223;0.89599848;39.922.441;59.888.239;10.594.694;50.928.254;10.543.336;0.4814198;0.034095708
11;ACEH;1996;0.074230194;0.88259172;40.344.305;64.702.435;10.605.206;55.876.517;10.530.975;0.4814198;10.511.656
12;ACEH;1997;0.079371452;-0.84120989;39.728.996;52.394.075;10.589.836;60.806.174;10.510.465;-1.230.836;-15.368.909
13;ACEH;1998;0.010622025;-0.36994457;36.083.426;62.107.372;10.493.588;65.806.818;10.482.966;0.97132957;-96.247.702
14;ACEH;1999;-0.01505661;0.47086334;34.043.102;75.592.551;10.435.383;70.883.918;10.450.439;13.485.181;-58.206.239
15;ACEH;2000;-0.078847885;-28.053.498;30.825.531;47.952.461;10.336.099;7.600.596;10.414.947;-27.640.092;-99.284.115
16;ACEH;2001;-0.172019;-0.41347837;27.075.432;77.053.723;10.206.382;81.188.507;10.378.401;29.101.262;-12.971.648
17;ACEH;2002;0.027432442;0.72544003;31.868.035;93.420.982;10.369.359;86.166.582;10.341.927;16.367.257;16.297.672
18;ACEH;2003;0.10377312;-0.098086357;33.146.805;89.653.015;10.408.702;90.633.879;10.304.929;-0.37679645;39.342.871
19;ACEH;2004;0.045838356;-0.089822769;30.119.389;93.458.385;10.312.924;94.356.613;10.267.086;0.38053748;-95.777.264
20;ACEH;2005;-0.011692047;42.930.613;27.376.021;14.002.182;10.217.422;97.091.208;10.229.115;4.656.343;-95.501.595
21;ACEH;2006;0.011076927;0.5726223;26.991.195;10.431.132;10.203.266;985.851;10.192.189;-35.710.497;-14.156.777
22;ACEH;2007;0.0038261414;-0.061904907;25.879.178;98.395.977;10.161.194;99.015.026;10.157.368;-0.59153426;-4.207.202
23;ACEH;2008;-0.036275864;-0.30361748;24.089.779;95.578.814;10.089.543;98.614.988;10.125.819;-0.28171661;-71.651.063
24;ACEH;2009;-0.083339691;-10.485.411;22.368.539;87.127.399;1.001.541;9.761.281;1.009.875;-0.84514183;-7.413.218
25;ACEH;2010;-0.051579475;-12.500.277;22.593.676;83.705.654;10.025.425;96.205.931;10.077.004;-0.34217414;10.014.547
26;ACEH;2011;-0.030261993;-0.4499197;22.704.797;89.987.764;10.030.332;94.486.961;10.060.594;0.62821066;0.49062452
27;ACEH;2012;-0.0014610291;-0.18388462;23.099.131;90.584.631;1.004.755;92.423.477;10.049.011;0.059687104;17.218.766
28;ACEH;2013;0.011687279;11.231.327;23.228.588;10.116.942;10.053.139;89.938.097;10.041.451;10.584.788;0.55887729
29;ACEH;2014;0.011753082;0.3249073;23.129.039;90.184.107;10.048.844;86.935.034;10.037.091;-10.985.311;-0.4294824
30;ACEH;2015;-0.01287365;1.589.282;22.524.311;99.323.626;1.002.235;83.430.805;10.035.224;0.91395199;-264.938
31;ACEH;2016;0.00088500977;-0.37744284;22837.27;75.700.002;10.036.149;7.947.443;10.035.264;-23.623.629;1.379.868
32;ACEH;2017;0.022594452;-0.96209002;23367.18;65.652.966;10.059.088;75.273.867;10.036.493;-10.047.033;22.938.623
33;ACEH;2018;0.04818058;-0.73993111;24.013.811;63.600.001;10.086.385;70.999.312;10.038.204;-0.20529667;27.296.607
34;BALI;1986;-0.022673607;0.2163803;93.495.791;12.010.266;91.430.864;0.98464626;916.576;;
35;BALI;1987;-0.022524834;-0.037387848;10.024.109;10.701.166;92.127.485;11.075.045;92.352.734;-0.1309099;69.661.822
36;BALI;1988;-0.024745941;0.061122298;10.719.446;12.936.487;92.798.147;12.325.264;93.045.607;0.22353208;67.066.412
37;BALI;1989;-0.021352768;0.061391473;11.519.729;14.228.936;93.518.162;13.615.022;93.731.689;0.12924492;72.001.615
38;BALI;1990;-0.01577282;0.20315373;12.389.774;16.999.865;94.246.264;14.968.327;94.403.992;0.27709273;72.810.302
39;BALI;1991;-0.011679649;-0.078121543;13.275.266;15.634.117;94.936.581;16.415.333;95.053.377;-0.1365747;69.031.153
40;BALI;1992;0.0017213821;-0.39756799;14.308.898;14.030.824;95.686.369;18.006.504;95.669.155;-0.16032933;74.979.019
41;BALI;1993;0.02135849;-0.60633206;15.449.036;13.721.173;96.453.018;19.784.493;96.239.433;-0.030965097;76.664.968
42;BALI;1994;0.034319878;0.28565431;16.474.523;24.608.743;97.095.709;217.522;9.675.251;1.088.757;64.268.565
43;BALI;1995;0.060417175;0.17679191;17.681.959;25.619.805;97.803.001;23.851.886;9.719.883;0.10110608;70.729.661
44;BALI;1996;0.084059715;0.057648182;18.793.852;26.630.864;98.412.848;26.054.382;9.757.225;0.10110608;60.984.931
45;BALI;1997;0.09327507;-0.24433851;19.546.338;2.590.481;98.805.428;28.348.196;97.872.677;-0.072605461;39.258.199
46;BALI;1998;0.011516571;0.01964736;18.441.523;30.924.072;982.236;30.727.599;98.108.435;0.50192612;-58.183.136
47;BALI;1999;-0.017315865;-0.82721782;18.258.727;24.890.256;9.812.398;33.162.434;98.297.138;-0.60338163;-0.99617022
48;BALI;2000;-0.019693375;-0.59746718;18510.01;29.649.832;9.826.067;35.624.504;98.457.603;0.47595766;13.668.498
49;BALI;2001;-0.023147583;-0.90683889;18.723.604;28.934.503;98.375.406;38.002.892;98.606.882;-0.07153286;11.473.364
50;BALI;2002;-0.031270027;0.50994539;18858.82;45.226.388;98.447.361;40.126.934;98.760.061;16.291.884;0.71957207
51;BALI;2003;-0.035274506;11.846.662;19.105.229;53.581.939;98.577.175;41.735.277;9.892.992;0.83555532;12.981.308
52;BALI;2004;-0.031380653;0.39533758;19.559.752;4.657.095;98.812.294;42.617.574;99.126.101;-0.70109892;23.511.987
53;BALI;2005;-0.021346092;10.475.364;20.213.943;53.157.296;99.141.283;42.681.932;99.354.744;0.65863466;32.898.602
54;BALI;2006;-0.017106056;18.505.535;20.843.049;60.381.536;99.447.756;41.876.001;99.618.816;0.72242391;30.647.881
55;BALI;2007;-0.010032654;-0.25881577;21.631.031;37.664.022;9.981.884;4.025.218;99.919.167;-22.717.514;37.108.414
56;BALI;2008;-0.0055522919;-0.49184442;22.470.129;33.129.485;10.019.942;38.047.929;10.025.495;-0.45345363;38.057.897
57;BALI;2009;-0.010139465;-0.41740179;23.208.826;31.300.797;10.052.288;35.474.815;10.062.428;-0.1828687;32.345.841
58;BALI;2010;-0.012698174;-0.2069037;24095.4;30.626.197;10.089.776;32.695.234;10.102.474;-0.067460224;37.488.363
59;BALI;2011;-0.0080776215;-0.029287815;25.265.961;29.536.953;10.137.214;29.829.831;10.145.291;-0.10892427;47.437.057
60;BALI;2012;0.0016202927;-0.60154295;26.689.584;2.096.314;10.192.029;26.978.569;10.190.409;-0.8573814;54.815.311
61;BALI;2013;0.0073060989;-0.59276581;28.129.668;18.310.816;1.024.458;24.238.474;10.237.274;-0.26523232;52.551.446
62;BALI;2014;0.012500763;-0.2599982;29668.9;19.046.444;10.297.854;21.646.426;10.285.354;0.073562711;53.274.555
63;BALI;2015;0.010573387;0.072288752;31.093.609;1.990.291;10.344.758;19.180.022;10.334.185;0.085646622;46.902.971
64;BALI;2016;0.011292458;0.21091354;32686.68;1.89;10.394.723;16.790.864;1.038.343;-0.10029095;49.965.324
65;BALI;2017;0.005279541;0.040869594;34.137.109;14.846.475;1.043.814;14.437.779;1.043.286;-0.40535253;43.417.406
66;BALI;2018;0.0065441132;0.1599313;35.914.602;1.37;10.488.899;12.100.687;10.482.355;-0.11464746;50.758.834
67;BANGKA BELITUNG ISLANDS;1986;0.022891998;0.28421926;19.346.225;31.291.842;98.702.526;2.844.965;98.473.606;;
68;BANGKA BELITUNG ISLANDS;1987;-0.012968063;-0.04430747;18.877.121;28.476.377;9.845.706;28.919.451;9.858.674;-0.28154659;-24.546.623
69;BANGKA BELITUNG ISLANDS;1988;-0.0031051636;0.09418869;19.285.547;30.359.561;98.671.112;29.417.675;98.702.164;0.18831849;2.140.522
70;BANGKA BELITUNG ISLANDS;1989;0.018544197;0.26563001;19.942.969;32.624.609;99.006.319;29.968.309;98.820.877;0.2265048;33.520.699
71;BANGKA BELITUNG ISLANDS;1990;-0.020945549;0.16889095;19.407.373;3.229.368;98.734.083;3.060.477;98.943.539;-0.033092976;-27.223.587
72;BANGKA BELITUNG ISLANDS;1991;-0.025574684;-0.18208385;19.568.896;29.566.185;98.816.967;31.387.024;99.072.714;-0.27274942;0.82883835
73;BANGKA BELITUNG ISLANDS;1992;-0.021104813;0.040671825;19.925.936;32.798.655;98.997.774;32.391.937;99.208.822;0.32324696;18.080.711
74;BANGKA BELITUNG ISLANDS;1993;-0.016026497;-0.41209126;20.311.635;29.557.252;99.189.491;33.678.164;99.349.756;-0.32414031;19.171.715
75;BANGKA BELITUNG ISLANDS;1994;0.0055494308;0.047262907;21.050.479;35.781.052;99.546.785;35.308.423;99.491.291;0.62238002;35.729.408
76;BANGKA BELITUNG ISLANDS;1995;0.038076401;-0.047475576;22.044.875;36.829.469;10.000.835;37.304.225;9.962.759;0.10484171;46.156.883
77;BANGKA BELITUNG ISLANDS;1996;0.067108154;-0.18139267;22.981.553;37.877.886;10.042.447;39.691.813;99.753.389;0.10484171;41.611.671
78;BANGKA BELITUNG ISLANDS;1997;0.07748127;-0.40681267;23.487.021;38.424.544;10.064.203;42.492.671;9.986.722;0.054665804;21.756.172
79;BANGKA BELITUNG ISLANDS;1998;-0.0039768219;-16.990.433;21.882.793;28.719.726;99.934.559;45.710.158;99.974.327;-0.97048187;-70.747.375
80;BANGKA BELITUNG ISLANDS;1999;-0.00877285;-0.56041193;22.026.402;43.702.817;99.999.971;49.306.936;1.000.877;14.983.091;0.65412521
81;BANGKA BELITUNG ISLANDS;2000;-0.088931084;-0.53259373;20.600.334;47.749.839;99.330.626;53.075.776;10.021.994;0.40470219;-66.934.586
82;BANGKA BELITUNG ISLANDS;2001;-0.069106102;140.025;21.357.742;70.755.901;99.691.696;56.753.402;10.038.276;23.006.065;36.107.063
83;BANGKA BELITUNG ISLANDS;2002;-0.0424366;-0.76798582;22.369.662;52.343.421;10.015.461;60.023.279;10.057.898;-18.412.482;46.291.351
84;BANGKA BELITUNG ISLANDS;2003;0.029032707;1.097.156;24.574.971;73.680.453;10.109.484;62.708.893;10.080.451;2.133.703;94.022.751
85;BANGKA BELITUNG ISLANDS;2004;0.018363953;0.68904161;24.921.057;71.447.358;10.123.468;64.556.942;10.105.104;-0.2233095;1.398.468
86;BANGKA BELITUNG ISLANDS;2005;0.0083198547;0.64961433;25.327.174;71.919.971;10.139.633;65.423.827;10.131.313;0.047261413;1.616.478
87;BANGKA BELITUNG ISLANDS;2006;0.0022411346;24.662.018;25.873.129;89.896.879;1.016.096;65.234.861;10.158.719;17.976.907;21.327.019
88;BANGKA BELITUNG ISLANDS;2007;0.00094890594;0.089854717;26.582.143;64.878.869;10.187.995;63.980.322;10.187.046;-25.018.008;2.703.476
89;BANGKA BELITUNG ISLANDS;2008;-0.00013542175;-0.19756651;27.334.533;59.921.432;10.215.906;61.897.097;10.216.042;-0.49574393;27.911.186
90;BANGKA BELITUNG ISLANDS;2009;-0.0096225739;0.21804762;27.884.852;61.411.543;10.235.839;59.231.067;10.245.461;0.14901127;19.932.747
91;BANGKA BELITUNG ISLANDS;2010;0.0024213791;0.011980057;29.070.555;56.328.149;10.277.481;56.208.348;1.027.506;-0.50833946;41.642.189
92;BANGKA BELITUNG ISLANDS;2011;0.011505127;-14.497.664;30.212.166;38.579.214;10.316;53.076.878;10.304.495;-17.748.934;38.518.906
93;BANGKA BELITUNG ISLANDS;2012;0.013838768;-15.770.965;31.172.422;34.314.809;10.347.289;50.085.773;1.033.345;-0.42644039;31.289.101
94;BANGKA BELITUNG ISLANDS;2013;0.014305115;-10.811.546;32.081.314;36.527.641;10.376.029;47.339.187;10.361.724;0.22128323;28.739.929
95;BANGKA BELITUNG ISLANDS;2014;0.010749817;0.66106558;32.859.645;51.394.205;10.400.001;44.783.549;10.389.251;14.866.562;23.971.558
96;BANGKA BELITUNG ISLANDS;2015;0.0026025772;20.660.138;33.480.367;62.917.328;10.418.715;4.225.719;10.416.112;11.523.126;18.713.951
97;BANGKA BELITUNG ISLANDS;2016;-0.0044240952;-13.664.534;34.134.621;25.999.999;10.438.067;39.664.533;10.442.492;-36.917.329;19.352.913
98;BANGKA BELITUNG ISLANDS;2017;-0.0069503784;0.064927578;34.949.301;37.765.892;10.461.654;37.116.616;10.468.604;11.765.891;23.586.273
99;BANGKA BELITUNG ISLANDS;2018;-0.0098981857;0.19121814;35764.82;36.500.001;1.048.472;3.458.782;10.494.618;-0.12658912;23.066.299
100;BANTEN;1986;-0.0043296814;0.99160361;14.515.572;43.149.714;95.829.773;33.233.678;9.587.307;;
101;BANTEN;1987;-0.032412529;0.42116165;14.711.882;39.394.417;95.964.108;351.828;96.288.233;-0.37552977;13.433.456
102;BANTEN;1988;-0.027179718;0.82093024;15.415.303;45.440.383;9.643.116;37.231.081;96.702.957;0.60459661;46.705.246
103;BANTEN;1989;-0.020775795;0.40519643;16.164.654;43.571.763;96.905.823;39.519.799;97.113.581;-0.18686199;47.466.278
104;BANTEN;1990;-0.011968613;-0.89969373;16.973.385;33.275.387;97.394.018;42.272.325;97.513.704;-10.296.376;48.819.542
105;BANTEN;1991;-0.0029859543;-0.43380165;17.791.926;41.414.528;97.865;45.752.544;97.894.859;0.81391406;4.709.816
106;BANTEN;1992;0.0045728683;-12.229.543;18.570.145;3.790.484;98.293.104;50.134.382;98.247.375;-0.35096884;4.281.044
107;BANTEN;1993;0.015663147;-15.144.205;19.376.045;40.404.167;98.717.928;55.548.372;98.561.296;0.24993277;42.482.376
108;BANTEN;1994;0.034115791;0.30084515;20.268.561;65.011.215;99.168.262;62.002.764;98.827.105;24.607.048;45.033.455
109;BANTEN;1995;0.067728043;0.070178032;21.405.744;70.056.133;99.714.146;69.354.353;99.036.865;0.50449181;54.588.318
110;BANTEN;1996;0.11171246;-0.23889828;22.704.475;75.101.051;10.030.317;77.490.034;99.186.049;0.50449181;5.890.274
111;BANTEN;1997;0.12924576;-14.605.861;23.316.916;71.697.841;10.056.934;86.303.701;99.276.886;-0.34032106;2.661.705
112;BANTEN;1998;-0.057213783;-0.86901188;19.439.566;86.975.269;98.750.658;95.665.388;99.322.796;15.277.429;-18.186.855
113;BANTEN;1999;-0.056295395;0.74122047;19.510.684;11.271.123;98.787.174;10.529.902;99.350.128;2.573.596;0.3651619
114;BANTEN;2000;-0.032741547;-12.238.846;20.034.432;10.260.284;99.052.076;11.484.169;99.379.492;-10.108.385;26.490.211
115;BANTEN;2001;-0.035539627;-0.082438469;20071.32;12.318.016;99.070.473;12.400.455;99.425.869;20.577.316;0.18396378
116;BANTEN;2002;-0.038322449;0.90766048;20.166.449;14.145.299;99.117.756;13.237.638;9.950.098;18.272.829;0.47283173
117;BANTEN;2003;-0.03441143;0.22938347;20.473.518;14.183.159;99.268.875;13.953.775;99.612.989;0.037860289;15.111.923
118;BANTEN;2004;-0.028225899;-0.20150089;20.918.637;14.314.495;99.483.957;14.515.996;99.766.216;0.13133541;21.508.217
119;BANTEN;2005;-0.022784233;17.004.118;21.447.633;16.594.137;99.733.696;14.893.725;99.961.538;22.796.419;24.973.869
120;BANTEN;2006;-0.012963295;38.563.194;22.175.438;18.910.692;10.006.741;15.054.373;10.019.704;23.165.557;33.370.972
121;BANTEN;2007;-0.0018386841;0.77201271;23.040.518;15.754.367;1.004.501;14.982.354;10.046.848;-31.563.261;38.269.043
122;BANTEN;2008;0.0041389465;0.47833633;23889.08;15.178.981;10.081.177;14.700.644;10.077.038;-0.57538533;36.167.145
123;BANTEN;2009;-0.0020914078;0.73426151;24.528.984;14.974.204;10.107.611;14.239.943;10.109.702;-0.20477732;26.433.945
124;BANTEN;2010;0.0033941269;0.045074463;25.532.465;13.680.802;10.147.706;13.635.728;10.144.312;-12.934.016;40.095.329
125;BANTEN;2011;0.0064258575;0.80506802;26.548.955;13.735.893;10.186.746;12.930.825;1.018.032;0.055090677;39.039.612
126;BANTEN;2012;0.012571335;-22.251.425;27.716.471;99.433.641;10.229.782;12.168.507;10.217.211;-37.925.284;43.036.461
127;BANTEN;2013;0.017433167;-18.634.443;28910.67;95.366.545;10.271.966;11.400.099;10.254.533;-0.40670973;42.183.876
128;BANTEN;2014;0.01186657;-15.866.919;29.846.633;90.679.827;10.303.827;10.654.675;10.291.961;-0.4686721;31.861.305
129;BANTEN;2015;0.0063486099;-0.39444447;30.813.043;95.482.283;10.335.693;99.426.727;10.329.345;0.48024574;31.866.074
130;BANTEN;2016;-0.000039100647;-0.33866405;31.780.666;89.200.001;10.366.613;92.586.641;10.366.652;-0.62822849;30.920.029
131;BANTEN;2017;-0.0016727448;0.68966675;32.933.371;92.829.447;10.402.242;85.932.779;10.403.914;0.36294505;35.628.319
132;BANTEN;2018;-0.0014228821;0.58624697;34191.75;85.200.005;10.439.739;79.337.535;10.441.162;-0.76294506;37.497.959
133;BENGKULU;1986;-0.018519402;0.067626238;78.290.776;11.241.229;89.656;10.564.966;89.841.194;;
134;BENGKULU;1987;-0.022654533;-0.046898603;80.602.842;11.993.117;89.947.042;12.462.103;90.173.588;0.07518889;29.104.095
135;BENGKULU;1988;0.0031785965;-0.054779768;85.491.855;13.818.206;90.535.917;14.366.003;90.504.131;0.18250887;58.887.286
136;BENGKULU;1989;-0.0030097961;0.81267822;8.776.752;2.440.552;90.798.616;16.278.738;90.828.714;10.587.314;2.627.032
137;BENGKULU;1990;-0.0083007813;-0.38668585;90.096.455;14.330.045;91.060.514;18.196.903;91.143.522;-10.075.475;2.618.937
138;BENGKULU;1991;-0.00069904327;0.20035291;93.557.529;22.201.891;91.437.464;20.198.362;91.444.454;0.78718454;37.695.682
139;BENGKULU;1992;0.0060396194;-0.3644067;96.885.439;1.867.824;91.786.995;22.322.307;91.726.599;-0.35236514;34.952.691
140;BENGKULU;1993;0.024386406;-0.21868634;10.126.182;22.441.106;92.228.794;24.627.969;9.198.493;0.37628663;44.180.207
141;BENGKULU;1994;0.032814026;0.17955613;10449.62;28.933.697;92.543.211;27.138.135;92.215.071;0.64925909;31.441.293
142;BENGKULU;1995;0.054076195;0.15183616;10.889.808;31.372.087;92.955.828;29.853.725;92.415.066;0.2438391;41.261.606
143;BENGKULU;1996;0.07038784;0.101686;11.259.984;33.810.477;932.901;32.793.617;92.586.222;0.2438391;33.427.954
144;BENGKULU;1997;0.06397438;-0.18282151;11.356.011;34.163.654;93.375.025;35.991.869;92.735.281;0.035317492;0.84919745
145;BENGKULU;1998;-0.036174774;-19.839.653;10.419.415;19.653.054;92.514.257;39.492.707;92.876.005;-14.510.598;-86.076.231
146;BENGKULU;1999;-0.05629158;-0.93802977;10.368.885;33.941.779;92.465.649;43.322.077;93.028.564;14.288.723;-0.48614186
147;BENGKULU;2000;-0.056247711;-14.776.754;10.558.693;3.253.078;92.647.047;47.307.534;93.209.524;-0.14109991;18.140.031
148;BENGKULU;2001;-0.047019958;0.89268827;10893.9;60.109.696;92.959.585;51.182.814;93.429.785;27.578.917;31.253.493
149;BENGKULU;2002;-0.036586761;0.9920373;11.303.612;64.454.279;93.328.781;54.533.906;93.694.649;0.43445858;36.919.327
150;BENGKULU;2003;-0.024540901;17.728.281;11.800.899;74.764.328;93.759.308;57.036.047;94.004.717;10.310.049;4.305.335
151;BENGKULU;2004;-0.016467094;0.44140625;12323.03;6.287.776;94.192.247;58.463.697;94.356.918;-11.886.572;43.294.206
152;BENGKULU;2005;-0.007850647;30.329.838;12.922.459;89.098.425;94.667.225;58.768.587;94.745.731;2.622.067;47.496.901
153;BENGKULU;2006;-0.00085735321;0.25005341;13.568.991;60.447.125;9.515.542;57.946.591;95.163.994;-28.651.302;48.820.276
154;BENGKULU;2007;0.0088253021;-0.94758606;14.316.974;46.821.027;95.692.015;56.296.887;95.603.762;-136.261;53.658.695
155;BENGKULU;2008;0.010562897;-0.51296854;15.006.848;49.013.958;96.162.615;54.143.643;96.056.986;0.21929318;47.060.781
156;BENGKULU;2009;0.010518074;-0.091026783;15.711.854;50.806.017;96.621.704;51.716.285;96.516.523;0.17920591;45.908.828
157;BENGKULU;2010;0.015130043;-0.32469654;16.527.119;45.945.973;97.127.581;49.192.939;9.697.628;-0.48600459;50.587.192
158;BENGKULU;2011;0.014316559;-12.139.606;17.282.266;34.603.014;97.574.358;4.674.262;97.431.192;-11.342.958;44.678.226
159;BENGKULU;2012;0.018293381;-0.83419561;18.143.514;36.159.921;98.060.684;44.501.877;9.787.775;0.15569073;48.632.331
160;BENGKULU;2013;0.016553879;0.35855341;18.919.303;46.071.405;98.479.376;42.485.871;98.313.837;0.99114847;41.869.574
161;BENGKULU;2014;0.01072979;-0.58950806;19.626.721;3.473.125;98.846.474;4.062.633;98.739.176;-11.340.156;36.709.175
162;BENGKULU;2015;0.0029811859;10.204.475;20302.48;49.095.325;9.918.498;38.890.851;99.155.169;14.364.078;33.851.142
163;BENGKULU;2016;-0.0021705627;-0.41880703;21041.59;3.3;99.542.561;3.718.807;99.564.266;-16.095.327;35.757.909
164;BENGKULU;2017;-0.0093231201;0.19011092;21755;37.429.779;99.875.984;35.528.669;99.969.215;0.44297785;33.342.662
165;BENGKULU;2018;-0.016055107;0.12185454;22498.43;3.51;10.021.201;33.881.454;10.037.256;-0.23297785;33.601.913
166;CENTRAL JAVA;1986;-0.011207581;0.21487153;7.450.356;20.800.009;89.160.175;18.651.294;89.272.251;;
167;CENTRAL JAVA;1987;-0.017849922;0.35899329;77.962.739;23.288.035;8.961.401;19.698.102;89.792.509;0.24880254;45.384.126
168;CENTRAL JAVA;1988;-0.020010948;0.39648604;81.939.639;24.731.259;90.111.532;20.766.399;90.311.642;0.14432243;49.751.906
169;CENTRAL JAVA;1989;-0.020811081;0.12783241;86.202.051;23.191.893;90.618.639;21.913.569;9.082.675;-0.15393654;50.711.026
170;CENTRAL JAVA;1990;-0.017417908;-0.038131237;90.985.869;22.855.334;91.158.743;23.236.647;91.332.922;-0.03365596;54.010.224
171;CENTRAL JAVA;1991;-0.0058612823;-0.42579412;9.666.835;20.587.511;91.764.565;24.845.452;91.823.177;-0.22678219;60.581.865
172;CENTRAL JAVA;1992;0.011254311;-0.49572182;10.302.399;21.888.773;92.401.323;26.845.992;9.228.878;0.13012621;63.675.842
173;CENTRAL JAVA;1993;0.01961422;-0.83396983;10.847.126;20.961.988;92.916.555;29.301.686;92.720.413;-0.092678674;51.523.395
174;CENTRAL JAVA;1994;0.040743828;0.30620241;11.518.774;35.288.417;93.517.332;32.226.393;93.109.894;14.326.429;60.078.096
175;CENTRAL JAVA;1995;0.071811676;0.053299427;12.294.546;36.083.565;94.169.111;3.555.057;93.450.994;0.079514742;65.177.484
176;CENTRAL JAVA;1996;0.10264874;-0.23565793;13.053.397;36.878.712;94.768.038;39.235.291;9.374.155;0.079514742;59.892.716
177;CENTRAL JAVA;1997;0.09751606;-0.46493888;13.308.721;38.597.577;94.961.748;43.246.965;93.986.588;0.17188664;19.371.068
178;CENTRAL JAVA;1998;-0.06484127;0.31853342;11.559.919;50.713.768;9.355.299;47.528.434;94.201.403;12.116.191;-14.087.565
179;CENTRAL JAVA;1999;-0.056931496;-0.84775448;11.898.555;43.498.492;93.841.724;51.976.037;94.411.039;-0.72152764;28.873.079
180;CENTRAL JAVA;2000;-0.050828934;-0.79279566;12241.38;48.590.031;94.125.776;56.517.987;94.634.066;0.50915384;28.405.035
181;CENTRAL JAVA;2001;-0.044195175;0.070405483;12.633.885;61.701.756;94.441.376;60.997.701;94.883.327;13.111.725;31.560.509
182;CENTRAL JAVA;2002;-0.041279793;0.14416027;13.034.852;66.620.927;94.753.819;65.179.324;95.166.616;0.49191704;31.244.166
183;CENTRAL JAVA;2003;-0.028404236;0.14087248;13.634.051;70.242.772;95.203.257;68.834.047;95.487.299;0.36218438;44.943.743
184;CENTRAL JAVA;2004;-0.017776489;0.54614544;14.280.998;7.720.892;95.666.847;71.747.465;95.844.612;0.69661516;46.359.429
185;CENTRAL JAVA;2005;-0.008348465;21.667.218;14990.1;95.386.496;96.151.457;73.719.277;96.234.941;1.817.757;48.460.088
186;CENTRAL JAVA;2006;-0.0017938614;0.55716753;15.732.717;80.175.457;96.634.979;74.603.782;96.652.918;-15.211.035;48.352.475
187;CENTRAL JAVA;2007;0.0050802231;0.25319958;16.552.813;77.003.946;97.143.116;74.471.951;97.092.314;-0.31715131;50.813.637
188;CENTRAL JAVA;2008;0.010615349;0.008079052;17.418.504;73.531.275;97.652.884;73.450.484;9.754.673;-0.34726697;50.977.054
189;CENTRAL JAVA;2009;0.010811806;0.15935278;18.248.541;73.284.922;98.118.401;71.691.394;98.010.283;-0.024635376;46.552.067
190;CENTRAL JAVA;2010;0.017224312;-0.72412729;19.245.629;62.106.223;98.650.389;69.347.496;98.478.146;-11.178.697;53.198.833
191;CENTRAL JAVA;2011;0.011516571;0.40887356;20.053.799;70.676.284;99.061.737;66.587.548;98.946.571;0.85700619;41.134.582
192;CENTRAL JAVA;2012;0.0085697174;-0.74315166;20.950.621;56.076.379;99.499.235;63.507.895;99.413.538;-14.599.906;43.749.752
193;CENTRAL JAVA;2013;0.003903389;-0.009622097;21.844.869;60.149.546;99.917.212;60.245.767;99.878.178;0.40731683;41.797.724
194;CENTRAL JAVA;2014;0.0013103485;-0.008272171;22819.16;56.781.359;10.035.356;5.686.408;10.034.045;-0.33681878;43.634.481
195;CENTRAL JAVA;2015;0.0010156631;-0.34920311;23.887.061;49.932.756;10.081.092;53.424.788;10.080.076;-0.68486041;45.736.356
196;CENTRAL JAVA;2016;-0.00069999695;-0.36890125;24.965.779;46.300.001;10.125.261;49.989.014;10.125.961;-0.36327559;44.169.197
197;CENTRAL JAVA;2017;-0.002158165;-0.08355999;26097.67;45.747.361;10.169.601;46.582.961;1.017.176;-0.055263728;44.339.952
198;CENTRAL JAVA;2018;-0.0032196045;0.19040489;27290.82;45.100.002;10.214.306;43.195.953;10.217.525;-0.064736269;44.704.342
199;CENTRAL KALIMANTAN;1986;-0.0028467178;0.57163227;12.917.699;11.698.785;94.663.534;0.59824622;94.692.001;;
200;CENTRAL KALIMANTAN;1987;-0.0059576035;-0.19294965;13.336.413;0.62702888;94.982.538;0.81997854;95.042.114;-0.5428496;3.189.971
201;CENTRAL KALIMANTAN;1988;0.0026521683;0.47993064;13.930.644;15.273.577;95.418.463;10.474.271;95.391.941;0.90032887;43.592.858
202;CENTRAL KALIMANTAN;1989;-0.024773598;-0.12760484;14.034.679;1.156.774;95.492.868;12.843.789;95.740.604;-0.37058368;0.74403536
